source	target	relation
NCBIGENE:6193	NCBIGENE:55813	1
NCBIGENE:6193	NCBIGENE:57050	1
NCBIGENE:6193	NCBIGENE:57647	1
NCBIGENE:6193	NCBIGENE:5822	1
NCBIGENE:6193	NCBIGENE:6187	1
NCBIGENE:6193	NCBIGENE:6194	1
NCBIGENE:6193	NCBIGENE:6201	1
NCBIGENE:6193	NCBIGENE:6203	1
NCBIGENE:6193	NCBIGENE:6208	1
NCBIGENE:6193	NCBIGENE:65083	1
NCBIGENE:6193	NCBIGENE:79050	1
NCBIGENE:6193	NCBIGENE:84128	1
NCBIGENE:6193	NCBIGENE:84135	1
NCBIGENE:6193	NCBIGENE:84916	1
NCBIGENE:6193	NCBIGENE:8602	1
NCBIGENE:6193	NCBIGENE:88745	1
NCBIGENE:6193	NCBIGENE:9136	1
NCBIGENE:6193	NCBIGENE:9277	1
NCBIGENE:6193	NCBIGENE:92856	1
NCBIGENE:6193	NCBIGENE:9724	1
NCBIGENE:6193	NCBIGENE:9790	1
NCBIGENE:6194	NCBIGENE:10171	1
NCBIGENE:6194	NCBIGENE:10199	1
NCBIGENE:6194	NCBIGENE:102724159	1
NCBIGENE:6194	NCBIGENE:10436	1
NCBIGENE:6194	NCBIGENE:10528	1
NCBIGENE:6194	NCBIGENE:10607	1
NCBIGENE:6194	NCBIGENE:10813	1
NCBIGENE:6194	NCBIGENE:10885	1
NCBIGENE:6194	NCBIGENE:11056	1
NCBIGENE:6194	NCBIGENE:11103	1
NCBIGENE:6194	NCBIGENE:134430	1
NCBIGENE:6194	NCBIGENE:2091	1
NCBIGENE:6194	NCBIGENE:22984	1
NCBIGENE:6194	NCBIGENE:23160	1
NCBIGENE:6194	NCBIGENE:25879	1
NCBIGENE:6194	NCBIGENE:25926	1
NCBIGENE:6194	NCBIGENE:27042	1
NCBIGENE:6194	NCBIGENE:27340	1
NCBIGENE:6194	NCBIGENE:27341	1
NCBIGENE:6194	NCBIGENE:4809	1
NCBIGENE:6194	NCBIGENE:51077	1
NCBIGENE:6194	NCBIGENE:51096	1
NCBIGENE:6194	NCBIGENE:51118	1
NCBIGENE:6194	NCBIGENE:51202	1
NCBIGENE:6194	NCBIGENE:51602	1
NCBIGENE:6194	NCBIGENE:54555	1
NCBIGENE:6194	NCBIGENE:55127	1
NCBIGENE:6194	NCBIGENE:55272	1
NCBIGENE:6194	NCBIGENE:55813	1
NCBIGENE:6194	NCBIGENE:57050	1
NCBIGENE:6194	NCBIGENE:57647	1
NCBIGENE:6194	NCBIGENE:5822	1
NCBIGENE:6194	NCBIGENE:6187	1
NCBIGENE:6194	NCBIGENE:6201	1
NCBIGENE:6194	NCBIGENE:6203	1
NCBIGENE:6194	NCBIGENE:6208	1
NCBIGENE:6194	NCBIGENE:65083	1
NCBIGENE:6194	NCBIGENE:79050	1
NCBIGENE:6194	NCBIGENE:84128	1
NCBIGENE:6194	NCBIGENE:84135	1
NCBIGENE:6194	NCBIGENE:84916	1
NCBIGENE:6194	NCBIGENE:8602	1
NCBIGENE:6194	NCBIGENE:88745	1
NCBIGENE:6194	NCBIGENE:9136	1
NCBIGENE:6194	NCBIGENE:9277	1
NCBIGENE:6194	NCBIGENE:92856	1
NCBIGENE:6194	NCBIGENE:9724	1
NCBIGENE:6194	NCBIGENE:9790	1
NCBIGENE:6195	NCBIGENE:1147	1
NCBIGENE:6195	NCBIGENE:1385	1
NCBIGENE:6195	NCBIGENE:3551	1
NCBIGENE:6195	NCBIGENE:4661	1
NCBIGENE:6195	NCBIGENE:6722	1
NCBIGENE:6195	NCBIGENE:6927	1
NCBIGENE:6195	NCBIGENE:8517	1
NCBIGENE:6197	NCBIGENE:1385	1
NCBIGENE:6198	NCBIGENE:10664	1
NCBIGENE:6198	NCBIGENE:1973	1
NCBIGENE:6198	NCBIGENE:1975	1
NCBIGENE:6198	NCBIGENE:1981	1
NCBIGENE:6198	NCBIGENE:26986	1
NCBIGENE:6198	NCBIGENE:2932	1
NCBIGENE:6198	NCBIGENE:3159	1
NCBIGENE:6198	NCBIGENE:4609	1
NCBIGENE:6198	NCBIGENE:5704	1
NCBIGENE:6198	NCBIGENE:6194	1
NCBIGENE:6198	NCBIGENE:8661	1
NCBIGENE:6201	NCBIGENE:10171	1
NCBIGENE:6201	NCBIGENE:10199	1
NCBIGENE:6201	NCBIGENE:102724159	1
NCBIGENE:6201	NCBIGENE:10436	1
NCBIGENE:6201	NCBIGENE:10528	1
NCBIGENE:6201	NCBIGENE:10607	1
NCBIGENE:6201	NCBIGENE:10813	1
NCBIGENE:6201	NCBIGENE:10885	1
NCBIGENE:6201	NCBIGENE:11056	1
NCBIGENE:6201	NCBIGENE:11103	1
NCBIGENE:6201	NCBIGENE:134430	1
NCBIGENE:6201	NCBIGENE:2091	1
NCBIGENE:6201	NCBIGENE:22984	1
NCBIGENE:6201	NCBIGENE:23160	1
NCBIGENE:6201	NCBIGENE:25879	1
NCBIGENE:6201	NCBIGENE:25926	1
NCBIGENE:6201	NCBIGENE:27042	1
NCBIGENE:6201	NCBIGENE:27340	1
NCBIGENE:6201	NCBIGENE:27341	1
NCBIGENE:6201	NCBIGENE:4809	1
NCBIGENE:6201	NCBIGENE:51077	1
NCBIGENE:6201	NCBIGENE:51096	1
NCBIGENE:6201	NCBIGENE:51118	1
NCBIGENE:6201	NCBIGENE:51202	1
NCBIGENE:6201	NCBIGENE:51602	1
NCBIGENE:6201	NCBIGENE:54555	1
NCBIGENE:6201	NCBIGENE:55127	1
NCBIGENE:6201	NCBIGENE:55272	1
NCBIGENE:6201	NCBIGENE:55813	1
NCBIGENE:6201	NCBIGENE:57050	1
NCBIGENE:6201	NCBIGENE:57647	1
NCBIGENE:6201	NCBIGENE:5822	1
NCBIGENE:6201	NCBIGENE:6187	1
NCBIGENE:6201	NCBIGENE:6194	1
NCBIGENE:6201	NCBIGENE:6203	1
NCBIGENE:6201	NCBIGENE:6208	1
NCBIGENE:6201	NCBIGENE:65083	1
NCBIGENE:6201	NCBIGENE:79050	1
NCBIGENE:6201	NCBIGENE:84128	1
NCBIGENE:6201	NCBIGENE:84135	1
NCBIGENE:6201	NCBIGENE:84916	1
NCBIGENE:6201	NCBIGENE:8602	1
NCBIGENE:6201	NCBIGENE:88745	1
NCBIGENE:6201	NCBIGENE:9136	1
NCBIGENE:6201	NCBIGENE:9277	1
NCBIGENE:6201	NCBIGENE:92856	1
NCBIGENE:6201	NCBIGENE:9724	1
NCBIGENE:6201	NCBIGENE:9790	1
NCBIGENE:6202	NCBIGENE:10171	1
NCBIGENE:6202	NCBIGENE:10199	1
NCBIGENE:6202	NCBIGENE:102724159	1
NCBIGENE:6202	NCBIGENE:10436	1
NCBIGENE:6202	NCBIGENE:10528	1
NCBIGENE:6202	NCBIGENE:10607	1
NCBIGENE:6202	NCBIGENE:10813	1
NCBIGENE:6202	NCBIGENE:10885	1
NCBIGENE:6202	NCBIGENE:11056	1
NCBIGENE:6202	NCBIGENE:11103	1
NCBIGENE:6202	NCBIGENE:134430	1
NCBIGENE:6202	NCBIGENE:2091	1
NCBIGENE:6202	NCBIGENE:22984	1
NCBIGENE:6202	NCBIGENE:23160	1
NCBIGENE:6202	NCBIGENE:25879	1
NCBIGENE:6202	NCBIGENE:25926	1
NCBIGENE:6202	NCBIGENE:27042	1
NCBIGENE:6202	NCBIGENE:27340	1
NCBIGENE:6202	NCBIGENE:27341	1
NCBIGENE:6202	NCBIGENE:4809	1
NCBIGENE:6202	NCBIGENE:51077	1
NCBIGENE:6202	NCBIGENE:51096	1
NCBIGENE:6202	NCBIGENE:51118	1
NCBIGENE:6202	NCBIGENE:51202	1
NCBIGENE:6202	NCBIGENE:51602	1
NCBIGENE:6202	NCBIGENE:54555	1
NCBIGENE:6202	NCBIGENE:55127	1
NCBIGENE:6202	NCBIGENE:55272	1
NCBIGENE:6202	NCBIGENE:55813	1
NCBIGENE:6202	NCBIGENE:57050	1
NCBIGENE:6202	NCBIGENE:57647	1
NCBIGENE:6202	NCBIGENE:5822	1
NCBIGENE:6202	NCBIGENE:6187	1
NCBIGENE:6202	NCBIGENE:6194	1
NCBIGENE:6202	NCBIGENE:6201	1
NCBIGENE:6202	NCBIGENE:6203	1
NCBIGENE:6202	NCBIGENE:6208	1
NCBIGENE:6202	NCBIGENE:65083	1
NCBIGENE:6202	NCBIGENE:79050	1
NCBIGENE:6202	NCBIGENE:84128	1
NCBIGENE:6202	NCBIGENE:84135	1
NCBIGENE:6202	NCBIGENE:84916	1
NCBIGENE:6202	NCBIGENE:8602	1
NCBIGENE:6202	NCBIGENE:88745	1
NCBIGENE:6202	NCBIGENE:9136	1
NCBIGENE:6202	NCBIGENE:9277	1
NCBIGENE:6202	NCBIGENE:92856	1
NCBIGENE:6202	NCBIGENE:9724	1
NCBIGENE:6202	NCBIGENE:9790	1
NCBIGENE:6203	NCBIGENE:10171	1
NCBIGENE:6203	NCBIGENE:10199	1
NCBIGENE:6203	NCBIGENE:102724159	1
NCBIGENE:6203	NCBIGENE:10436	1
NCBIGENE:6203	NCBIGENE:10528	1
NCBIGENE:6203	NCBIGENE:10607	1
NCBIGENE:6203	NCBIGENE:10813	1
NCBIGENE:6203	NCBIGENE:10885	1
NCBIGENE:6203	NCBIGENE:11056	1
NCBIGENE:6203	NCBIGENE:11103	1
NCBIGENE:6203	NCBIGENE:134430	1
NCBIGENE:6203	NCBIGENE:2091	1
NCBIGENE:6203	NCBIGENE:22984	1
NCBIGENE:6203	NCBIGENE:23160	1
NCBIGENE:6203	NCBIGENE:25879	1
NCBIGENE:6203	NCBIGENE:25926	1
NCBIGENE:6203	NCBIGENE:27042	1
NCBIGENE:6203	NCBIGENE:27340	1
NCBIGENE:6203	NCBIGENE:27341	1
NCBIGENE:6203	NCBIGENE:4809	1
NCBIGENE:6203	NCBIGENE:51077	1
NCBIGENE:6203	NCBIGENE:51096	1
NCBIGENE:6203	NCBIGENE:51118	1
NCBIGENE:6203	NCBIGENE:51202	1
NCBIGENE:6203	NCBIGENE:51602	1
NCBIGENE:6203	NCBIGENE:54555	1
NCBIGENE:6203	NCBIGENE:55127	1
NCBIGENE:6203	NCBIGENE:55272	1
NCBIGENE:6203	NCBIGENE:55813	1
NCBIGENE:6203	NCBIGENE:57050	1
NCBIGENE:6203	NCBIGENE:57647	1
NCBIGENE:6203	NCBIGENE:5822	1
NCBIGENE:6203	NCBIGENE:6187	1
NCBIGENE:6203	NCBIGENE:6194	1
NCBIGENE:6203	NCBIGENE:6201	1
NCBIGENE:6203	NCBIGENE:6208	1
NCBIGENE:6203	NCBIGENE:65083	1
NCBIGENE:6203	NCBIGENE:79050	1
NCBIGENE:6203	NCBIGENE:84128	1
NCBIGENE:6203	NCBIGENE:84135	1
NCBIGENE:6203	NCBIGENE:84916	1
NCBIGENE:6203	NCBIGENE:8602	1
NCBIGENE:6203	NCBIGENE:88745	1
NCBIGENE:6203	NCBIGENE:9136	1
NCBIGENE:6203	NCBIGENE:9277	1
NCBIGENE:6203	NCBIGENE:92856	1
NCBIGENE:6203	NCBIGENE:9724	1
NCBIGENE:6203	NCBIGENE:9790	1
NCBIGENE:6205	NCBIGENE:10171	1
NCBIGENE:6205	NCBIGENE:10199	1
NCBIGENE:6205	NCBIGENE:102724159	1
NCBIGENE:6205	NCBIGENE:10436	1
NCBIGENE:6205	NCBIGENE:10528	1
NCBIGENE:6205	NCBIGENE:10607	1
NCBIGENE:6205	NCBIGENE:10813	1
NCBIGENE:6205	NCBIGENE:10885	1
NCBIGENE:6205	NCBIGENE:11056	1
NCBIGENE:6205	NCBIGENE:11103	1
NCBIGENE:6205	NCBIGENE:134430	1
NCBIGENE:6205	NCBIGENE:2091	1
NCBIGENE:6205	NCBIGENE:22984	1
NCBIGENE:6205	NCBIGENE:23160	1
NCBIGENE:6205	NCBIGENE:25879	1
NCBIGENE:6205	NCBIGENE:25926	1
NCBIGENE:6205	NCBIGENE:27042	1
NCBIGENE:6205	NCBIGENE:27340	1
NCBIGENE:6205	NCBIGENE:27341	1
NCBIGENE:6205	NCBIGENE:4809	1
NCBIGENE:6205	NCBIGENE:51077	1
NCBIGENE:6205	NCBIGENE:51096	1
NCBIGENE:6205	NCBIGENE:51118	1
NCBIGENE:6205	NCBIGENE:51202	1
NCBIGENE:6205	NCBIGENE:51602	1
NCBIGENE:6205	NCBIGENE:54555	1
NCBIGENE:6205	NCBIGENE:55127	1
NCBIGENE:6205	NCBIGENE:55272	1
NCBIGENE:6205	NCBIGENE:55813	1
NCBIGENE:6205	NCBIGENE:57050	1
NCBIGENE:6205	NCBIGENE:57647	1
NCBIGENE:6205	NCBIGENE:5822	1
NCBIGENE:6205	NCBIGENE:6187	1
NCBIGENE:6205	NCBIGENE:6194	1
NCBIGENE:6205	NCBIGENE:6201	1
NCBIGENE:6205	NCBIGENE:6203	1
NCBIGENE:6205	NCBIGENE:6208	1
NCBIGENE:6205	NCBIGENE:65083	1
NCBIGENE:6205	NCBIGENE:79050	1
NCBIGENE:6205	NCBIGENE:84128	1
NCBIGENE:6205	NCBIGENE:84135	1
NCBIGENE:6205	NCBIGENE:84916	1
NCBIGENE:6205	NCBIGENE:8602	1
NCBIGENE:6205	NCBIGENE:88745	1
NCBIGENE:6205	NCBIGENE:9136	1
NCBIGENE:6205	NCBIGENE:9277	1
NCBIGENE:6205	NCBIGENE:92856	1
NCBIGENE:6205	NCBIGENE:9724	1
NCBIGENE:6205	NCBIGENE:9790	1
NCBIGENE:6207	NCBIGENE:10171	1
NCBIGENE:6207	NCBIGENE:10199	1
NCBIGENE:6207	NCBIGENE:102724159	1
NCBIGENE:6207	NCBIGENE:10436	1
NCBIGENE:6207	NCBIGENE:10528	1
NCBIGENE:6207	NCBIGENE:10607	1
NCBIGENE:6207	NCBIGENE:10813	1
NCBIGENE:6207	NCBIGENE:10885	1
NCBIGENE:6207	NCBIGENE:11056	1
NCBIGENE:6207	NCBIGENE:11103	1
NCBIGENE:6207	NCBIGENE:134430	1
NCBIGENE:6207	NCBIGENE:2091	1
NCBIGENE:6207	NCBIGENE:22984	1
NCBIGENE:6207	NCBIGENE:23160	1
NCBIGENE:6207	NCBIGENE:25879	1
NCBIGENE:6207	NCBIGENE:25926	1
NCBIGENE:6207	NCBIGENE:27042	1
NCBIGENE:6207	NCBIGENE:27340	1
NCBIGENE:6207	NCBIGENE:27341	1
NCBIGENE:6207	NCBIGENE:4809	1
NCBIGENE:6207	NCBIGENE:51077	1
NCBIGENE:6207	NCBIGENE:51096	1
NCBIGENE:6207	NCBIGENE:51118	1
NCBIGENE:6207	NCBIGENE:51202	1
NCBIGENE:6207	NCBIGENE:51602	1
NCBIGENE:6207	NCBIGENE:54555	1
NCBIGENE:6207	NCBIGENE:55127	1
NCBIGENE:6207	NCBIGENE:55272	1
NCBIGENE:6207	NCBIGENE:55813	1
NCBIGENE:6207	NCBIGENE:57050	1
NCBIGENE:6207	NCBIGENE:57647	1
NCBIGENE:6207	NCBIGENE:5822	1
NCBIGENE:6207	NCBIGENE:6187	1
NCBIGENE:6207	NCBIGENE:6194	1
NCBIGENE:6207	NCBIGENE:6201	1
NCBIGENE:6207	NCBIGENE:6203	1
NCBIGENE:6207	NCBIGENE:6208	1
NCBIGENE:6207	NCBIGENE:65083	1
NCBIGENE:6207	NCBIGENE:79050	1
NCBIGENE:6207	NCBIGENE:84128	1
NCBIGENE:6207	NCBIGENE:84135	1
NCBIGENE:6207	NCBIGENE:84916	1
NCBIGENE:6207	NCBIGENE:8602	1
NCBIGENE:6207	NCBIGENE:88745	1
NCBIGENE:6207	NCBIGENE:9136	1
NCBIGENE:6207	NCBIGENE:9277	1
NCBIGENE:6207	NCBIGENE:92856	1
NCBIGENE:6207	NCBIGENE:9724	1
NCBIGENE:6207	NCBIGENE:9790	1
NCBIGENE:6208	NCBIGENE:10171	1
NCBIGENE:6208	NCBIGENE:10199	1
NCBIGENE:6208	NCBIGENE:102724159	1
NCBIGENE:6208	NCBIGENE:10436	1
NCBIGENE:6208	NCBIGENE:10528	1
NCBIGENE:6208	NCBIGENE:10607	1
NCBIGENE:6208	NCBIGENE:10813	1
NCBIGENE:6208	NCBIGENE:10885	1
NCBIGENE:6208	NCBIGENE:11056	1
NCBIGENE:6208	NCBIGENE:11103	1
NCBIGENE:6208	NCBIGENE:134430	1
NCBIGENE:6208	NCBIGENE:2091	1
NCBIGENE:6208	NCBIGENE:22984	1
NCBIGENE:6208	NCBIGENE:23160	1
NCBIGENE:6208	NCBIGENE:25879	1
NCBIGENE:6208	NCBIGENE:25926	1
NCBIGENE:6208	NCBIGENE:27042	1
NCBIGENE:6208	NCBIGENE:27340	1
NCBIGENE:6208	NCBIGENE:27341	1
NCBIGENE:6208	NCBIGENE:4809	1
NCBIGENE:6208	NCBIGENE:51077	1
NCBIGENE:6208	NCBIGENE:51096	1
NCBIGENE:6208	NCBIGENE:51118	1
NCBIGENE:6208	NCBIGENE:51202	1
NCBIGENE:6208	NCBIGENE:51602	1
NCBIGENE:6208	NCBIGENE:54555	1
NCBIGENE:6208	NCBIGENE:55127	1
NCBIGENE:6208	NCBIGENE:55272	1
NCBIGENE:6208	NCBIGENE:55813	1
NCBIGENE:6208	NCBIGENE:57050	1
NCBIGENE:6208	NCBIGENE:57647	1
NCBIGENE:6208	NCBIGENE:5822	1
NCBIGENE:6208	NCBIGENE:6187	1
NCBIGENE:6208	NCBIGENE:6194	1
NCBIGENE:6208	NCBIGENE:6201	1
NCBIGENE:6208	NCBIGENE:6203	1
NCBIGENE:6208	NCBIGENE:65083	1
NCBIGENE:6208	NCBIGENE:79050	1
NCBIGENE:6208	NCBIGENE:84128	1
NCBIGENE:6208	NCBIGENE:84135	1
NCBIGENE:6208	NCBIGENE:84916	1
NCBIGENE:6208	NCBIGENE:8602	1
NCBIGENE:6208	NCBIGENE:88745	1
NCBIGENE:6208	NCBIGENE:9136	1
NCBIGENE:6208	NCBIGENE:9277	1
NCBIGENE:6208	NCBIGENE:92856	1
NCBIGENE:6208	NCBIGENE:9724	1
NCBIGENE:6208	NCBIGENE:9790	1
NCBIGENE:6210	NCBIGENE:10171	1
NCBIGENE:6210	NCBIGENE:10199	1
NCBIGENE:6210	NCBIGENE:102724159	1
NCBIGENE:6210	NCBIGENE:10436	1
NCBIGENE:6210	NCBIGENE:10528	1
NCBIGENE:6210	NCBIGENE:10607	1
NCBIGENE:6210	NCBIGENE:10813	1
NCBIGENE:6210	NCBIGENE:10885	1
NCBIGENE:6210	NCBIGENE:11056	1
NCBIGENE:6210	NCBIGENE:11103	1
NCBIGENE:6210	NCBIGENE:134430	1
NCBIGENE:6210	NCBIGENE:2091	1
NCBIGENE:6210	NCBIGENE:22984	1
NCBIGENE:6210	NCBIGENE:23160	1
NCBIGENE:6210	NCBIGENE:25879	1
NCBIGENE:6210	NCBIGENE:25926	1
NCBIGENE:6210	NCBIGENE:27042	1
NCBIGENE:6210	NCBIGENE:27340	1
NCBIGENE:6210	NCBIGENE:27341	1
NCBIGENE:6210	NCBIGENE:4809	1
NCBIGENE:6210	NCBIGENE:51077	1
NCBIGENE:6210	NCBIGENE:51096	1
NCBIGENE:6210	NCBIGENE:51118	1
NCBIGENE:6210	NCBIGENE:51202	1
NCBIGENE:6210	NCBIGENE:51602	1
NCBIGENE:6210	NCBIGENE:54555	1
NCBIGENE:6210	NCBIGENE:55127	1
NCBIGENE:6210	NCBIGENE:55272	1
NCBIGENE:6210	NCBIGENE:55813	1
NCBIGENE:6210	NCBIGENE:57050	1
NCBIGENE:6210	NCBIGENE:57647	1
NCBIGENE:6210	NCBIGENE:5822	1
NCBIGENE:6210	NCBIGENE:6187	1
NCBIGENE:6210	NCBIGENE:6194	1
NCBIGENE:6210	NCBIGENE:6201	1
NCBIGENE:6210	NCBIGENE:6203	1
NCBIGENE:6210	NCBIGENE:6208	1
NCBIGENE:6210	NCBIGENE:65083	1
NCBIGENE:6210	NCBIGENE:79050	1
NCBIGENE:6210	NCBIGENE:84128	1
NCBIGENE:6210	NCBIGENE:84135	1
NCBIGENE:6210	NCBIGENE:84916	1
NCBIGENE:6210	NCBIGENE:8602	1
NCBIGENE:6210	NCBIGENE:88745	1
NCBIGENE:6210	NCBIGENE:9136	1
NCBIGENE:6210	NCBIGENE:9277	1
NCBIGENE:6210	NCBIGENE:92856	1
NCBIGENE:6210	NCBIGENE:9724	1
NCBIGENE:6210	NCBIGENE:9790	1
NCBIGENE:6217	NCBIGENE:10171	1
NCBIGENE:6217	NCBIGENE:10199	1
NCBIGENE:6217	NCBIGENE:102724159	1
NCBIGENE:6217	NCBIGENE:10436	1
NCBIGENE:6217	NCBIGENE:10528	1
NCBIGENE:6217	NCBIGENE:10607	1
NCBIGENE:6217	NCBIGENE:10813	1
NCBIGENE:6217	NCBIGENE:10885	1
NCBIGENE:6217	NCBIGENE:11056	1
NCBIGENE:6217	NCBIGENE:11103	1
NCBIGENE:6217	NCBIGENE:134430	1
NCBIGENE:6217	NCBIGENE:2091	1
NCBIGENE:6217	NCBIGENE:22984	1
NCBIGENE:6217	NCBIGENE:23160	1
NCBIGENE:6217	NCBIGENE:25879	1
NCBIGENE:6217	NCBIGENE:25926	1
NCBIGENE:6217	NCBIGENE:27042	1
NCBIGENE:6217	NCBIGENE:27340	1
NCBIGENE:6217	NCBIGENE:27341	1
NCBIGENE:6217	NCBIGENE:4809	1
NCBIGENE:6217	NCBIGENE:51077	1
NCBIGENE:6217	NCBIGENE:51096	1
NCBIGENE:6217	NCBIGENE:51118	1
NCBIGENE:6217	NCBIGENE:51202	1
NCBIGENE:6217	NCBIGENE:51602	1
NCBIGENE:6217	NCBIGENE:54555	1
NCBIGENE:6217	NCBIGENE:55127	1
NCBIGENE:6217	NCBIGENE:55272	1
NCBIGENE:6217	NCBIGENE:55813	1
NCBIGENE:6217	NCBIGENE:57050	1
NCBIGENE:6217	NCBIGENE:57647	1
NCBIGENE:6217	NCBIGENE:5822	1
NCBIGENE:6217	NCBIGENE:6187	1
NCBIGENE:6217	NCBIGENE:6194	1
NCBIGENE:6217	NCBIGENE:6201	1
NCBIGENE:6217	NCBIGENE:6203	1
NCBIGENE:6217	NCBIGENE:6208	1
NCBIGENE:6217	NCBIGENE:65083	1
NCBIGENE:6217	NCBIGENE:79050	1
NCBIGENE:6217	NCBIGENE:84128	1
NCBIGENE:6217	NCBIGENE:84135	1
NCBIGENE:6217	NCBIGENE:84916	1
NCBIGENE:6217	NCBIGENE:8602	1
NCBIGENE:6217	NCBIGENE:88745	1
NCBIGENE:6217	NCBIGENE:9136	1
NCBIGENE:6217	NCBIGENE:9277	1
NCBIGENE:6217	NCBIGENE:92856	1
NCBIGENE:6217	NCBIGENE:9724	1
NCBIGENE:6217	NCBIGENE:9790	1
NCBIGENE:6228	NCBIGENE:10171	1
NCBIGENE:6228	NCBIGENE:10199	1
NCBIGENE:6228	NCBIGENE:102724159	1
NCBIGENE:6228	NCBIGENE:10436	1
NCBIGENE:6228	NCBIGENE:10528	1
NCBIGENE:6228	NCBIGENE:10607	1
NCBIGENE:6228	NCBIGENE:10813	1
NCBIGENE:6228	NCBIGENE:10885	1
NCBIGENE:6228	NCBIGENE:11056	1
NCBIGENE:6228	NCBIGENE:11103	1
NCBIGENE:6228	NCBIGENE:134430	1
NCBIGENE:6228	NCBIGENE:2091	1
NCBIGENE:6228	NCBIGENE:22984	1
NCBIGENE:6228	NCBIGENE:23160	1
NCBIGENE:6228	NCBIGENE:25879	1
NCBIGENE:6228	NCBIGENE:25926	1
NCBIGENE:6228	NCBIGENE:27042	1
NCBIGENE:6228	NCBIGENE:27340	1
NCBIGENE:6228	NCBIGENE:27341	1
NCBIGENE:6228	NCBIGENE:4809	1
NCBIGENE:6228	NCBIGENE:51077	1
NCBIGENE:6228	NCBIGENE:51096	1
NCBIGENE:6228	NCBIGENE:51118	1
NCBIGENE:6228	NCBIGENE:51202	1
NCBIGENE:6228	NCBIGENE:51602	1
NCBIGENE:6228	NCBIGENE:54555	1
NCBIGENE:6228	NCBIGENE:55127	1
NCBIGENE:6228	NCBIGENE:55272	1
NCBIGENE:6228	NCBIGENE:55813	1
NCBIGENE:6228	NCBIGENE:57050	1
NCBIGENE:6228	NCBIGENE:57647	1
NCBIGENE:6228	NCBIGENE:5822	1
NCBIGENE:6228	NCBIGENE:6187	1
NCBIGENE:6228	NCBIGENE:6194	1
NCBIGENE:6228	NCBIGENE:6201	1
NCBIGENE:6228	NCBIGENE:6203	1
NCBIGENE:6228	NCBIGENE:6208	1
NCBIGENE:6228	NCBIGENE:65083	1
NCBIGENE:6228	NCBIGENE:79050	1
NCBIGENE:6228	NCBIGENE:84128	1
NCBIGENE:6228	NCBIGENE:84135	1
NCBIGENE:6228	NCBIGENE:84916	1
NCBIGENE:6228	NCBIGENE:8602	1
NCBIGENE:6228	NCBIGENE:88745	1
NCBIGENE:6228	NCBIGENE:9136	1
NCBIGENE:6228	NCBIGENE:9277	1
NCBIGENE:6228	NCBIGENE:92856	1
NCBIGENE:6228	NCBIGENE:9724	1
NCBIGENE:6228	NCBIGENE:9790	1
NCBIGENE:6229	NCBIGENE:10171	1
NCBIGENE:6229	NCBIGENE:10199	1
NCBIGENE:6229	NCBIGENE:102724159	1
NCBIGENE:6229	NCBIGENE:10436	1
NCBIGENE:6229	NCBIGENE:10528	1
NCBIGENE:6229	NCBIGENE:10607	1
NCBIGENE:6229	NCBIGENE:10813	1
NCBIGENE:6229	NCBIGENE:10885	1
NCBIGENE:6229	NCBIGENE:11056	1
NCBIGENE:6229	NCBIGENE:11103	1
NCBIGENE:6229	NCBIGENE:134430	1
NCBIGENE:6229	NCBIGENE:2091	1
NCBIGENE:6229	NCBIGENE:22984	1
NCBIGENE:6229	NCBIGENE:23160	1
NCBIGENE:6229	NCBIGENE:25879	1
NCBIGENE:6229	NCBIGENE:25926	1
NCBIGENE:6229	NCBIGENE:27042	1
NCBIGENE:6229	NCBIGENE:27340	1
NCBIGENE:6229	NCBIGENE:27341	1
NCBIGENE:6229	NCBIGENE:4809	1
NCBIGENE:6229	NCBIGENE:51077	1
NCBIGENE:6229	NCBIGENE:51096	1
NCBIGENE:6229	NCBIGENE:51118	1
NCBIGENE:6229	NCBIGENE:51202	1
NCBIGENE:6229	NCBIGENE:51602	1
NCBIGENE:6229	NCBIGENE:54555	1
NCBIGENE:6229	NCBIGENE:55127	1
NCBIGENE:6229	NCBIGENE:55272	1
NCBIGENE:6229	NCBIGENE:55813	1
NCBIGENE:6229	NCBIGENE:57050	1
NCBIGENE:6229	NCBIGENE:57647	1
NCBIGENE:6229	NCBIGENE:5822	1
NCBIGENE:6229	NCBIGENE:6187	1
NCBIGENE:6229	NCBIGENE:6194	1
NCBIGENE:6229	NCBIGENE:6201	1
NCBIGENE:6229	NCBIGENE:6203	1
NCBIGENE:6229	NCBIGENE:6208	1
NCBIGENE:6229	NCBIGENE:65083	1
NCBIGENE:6229	NCBIGENE:79050	1
NCBIGENE:6229	NCBIGENE:84128	1
NCBIGENE:6229	NCBIGENE:84135	1
NCBIGENE:6229	NCBIGENE:84916	1
NCBIGENE:6229	NCBIGENE:8602	1
NCBIGENE:6229	NCBIGENE:88745	1
NCBIGENE:6229	NCBIGENE:9136	1
NCBIGENE:6229	NCBIGENE:9277	1
NCBIGENE:6229	NCBIGENE:92856	1
NCBIGENE:6229	NCBIGENE:9724	1
NCBIGENE:6229	NCBIGENE:9790	1
NCBIGENE:6232	NCBIGENE:100526739	1
NCBIGENE:6232	NCBIGENE:10171	1
NCBIGENE:6232	NCBIGENE:10199	1
NCBIGENE:6232	NCBIGENE:102724159	1
NCBIGENE:6232	NCBIGENE:10403	1
NCBIGENE:6232	NCBIGENE:10436	1
NCBIGENE:6232	NCBIGENE:10528	1
