source	target	edge_type
ncbigene:7124	ncbigene:399694	interacts
ncbigene:282616	ncbigene:2771	interacts
ncbigene:55127	ncbigene:6282	interacts
ncbigene:2626	ncbigene:6119	interacts
ncbigene:701	ncbigene:408	interacts
ncbigene:6749	ncbigene:5595	interacts
ncbigene:5781	ncbigene:27042	interacts
ncbigene:5595	ncbigene:4363	interacts
ncbigene:79023	ncbigene:6741	interacts
ncbigene:378708	ncbigene:9021	interacts
ncbigene:5516	ncbigene:3685	interacts
ncbigene:9212	ncbigene:7186	interacts
ncbigene:9241	ncbigene:119679	interacts
ncbigene:9241	ncbigene:779	interacts
ncbigene:5908	ncbigene:2321	interacts
ncbigene:6205	ncbigene:818	interacts
ncbigene:9631	ncbigene:7225	interacts
ncbigene:6773	ncbigene:4092	interacts
ncbigene:5527	ncbigene:51280	interacts
ncbigene:814	ncbigene:6774	interacts
pubchem.compound:3559	ncbigene:3672	interacts
ncbigene:2246	ncbigene:5923	interacts
ncbigene:1268	ncbigene:80004	interacts
ncbigene:5928	ncbigene:2962	interacts
ncbigene:26532	ncbigene:1956	interacts
ncbigene:5501	ncbigene:54939	interacts
ncbigene:5604	ncbigene:701	interacts
ncbigene:7099	ncbigene:79861	interacts
ncbigene:5905	ncbigene:3937	interacts
ncbigene:2950	ncbigene:2922	interacts
ncbigene:79065	ncbigene:406982	interacts
ncbigene:79023	ncbigene:3556	interacts
ncbigene:3091	ncbigene:3566	interacts
ncbigene:3107	ncbigene:4209	downregulates
ncbigene:4088	ncbigene:5337	interacts
ncbigene:83597	ncbigene:55114	interacts
ncbigene:3796	ncbigene:7072	interacts
ncbigene:51308	ncbigene:329	interacts
ncbigene:84259	ncbigene:84271	interacts
ncbigene:26263	ncbigene:4893	interacts
ncbigene:5693	ncbigene:8643	interacts
ncbigene:23365	ncbigene:51764	interacts
ncbigene:2737	ncbigene:5566	interacts
ncbigene:2822	ncbigene:6908	interacts
ncbigene:5566	ncbigene:51764	interacts
ncbigene:6237	ncbigene:5579	interacts
ncbigene:3198	ncbigene:55706	interacts
ncbigene:3685	ncbigene:120796	interacts
ncbigene:2771	ncbigene:7692	interacts
ncbigene:1612	ncbigene:23309	interacts
ncbigene:79482	ncbigene:10772	interacts
ncbigene:5578	ncbigene:83540	interacts
ncbigene:5781	ncbigene:5422	interacts
ncbigene:3725	ncbigene:3315	interacts
ncbigene:23636	ncbigene:1969	downregulates
ncbigene:5906	ncbigene:9310	interacts
ncbigene:221035	ncbigene:1147	interacts
ncbigene:3055	ncbigene:1749	interacts
ncbigene:905	ncbigene:23451	interacts
ncbigene:351	ncbigene:55706	interacts
ncbigene:9967	ncbigene:8817	interacts
ncbigene:3458	ncbigene:26235	interacts
ncbigene:4233	ncbigene:3597	interacts
ncbigene:10109	ncbigene:84676	interacts
ncbigene:9241	ncbigene:154	interacts
ncbigene:1457	ncbigene:2885	interacts
ncbigene:3716	ncbigene:5515	interacts
ncbigene:57152	ncbigene:102	interacts
ncbigene:4638	ncbigene:1906	interacts
ncbigene:80306	ncbigene:2491	interacts
ncbigene:79019	ncbigene:5663	interacts
ncbigene:144125	ncbigene:9776	interacts
ncbigene:4909	ncbigene:5822	interacts
pubchem.compound:3647	ncbigene:6745	interacts
ncbigene:3569	ncbigene:8386	interacts
ncbigene:147841	ncbigene:7321	interacts
ncbigene:5435	ncbigene:26664	interacts
pubchem.compound:2315	ncbigene:4893	interacts
ncbigene:29101	ncbigene:114907	interacts
pubchem.compound:4078	ncbigene:1453	interacts
ncbigene:11004	ncbigene:1432	interacts
ncbigene:374654	ncbigene:3458	interacts
ncbigene:2962	ncbigene:402135	interacts
ncbigene:54908	ncbigene:5530	interacts
ncbigene:285231	ncbigene:332	interacts
ncbigene:10724	ncbigene:5529	interacts
ncbigene:1815	ncbigene:54881	downregulates
ncbigene:6929	ncbigene:151246	interacts
ncbigene:10627	ncbigene:1499	interacts
pubchem.compound:3121	ncbigene:6517	interacts
ncbigene:2118	ncbigene:23649	interacts
ncbigene:64108	ncbigene:26508	interacts
ncbigene:26341	ncbigene:6154	interacts
ncbigene:8945	ncbigene:474382	interacts
ncbigene:3185	ncbigene:2788	interacts
ncbigene:131405	ncbigene:116379	interacts
ncbigene:9241	ncbigene:57396	interacts
ncbigene:4927	ncbigene:151246	interacts
ncbigene:5905	ncbigene:1576	interacts
ncbigene:344	ncbigene:9252	interacts
ncbigene:3356	ncbigene:5566	interacts
ncbigene:10051	ncbigene:5608	interacts
ncbigene:2908	ncbigene:401992	interacts
pubchem.compound:444795	ncbigene:7494	interacts
ncbigene:779	ncbigene:100287932	interacts
ncbigene:54821	ncbigene:5295	interacts
ncbigene:25926	ncbigene:347168	interacts
ncbigene:5568	ncbigene:219482	interacts
ncbigene:57082	ncbigene:494551	interacts
ncbigene:55799	ncbigene:5880	interacts
ncbigene:648	ncbigene:5295	interacts
pubchem.compound:53232	ncbigene:51764	interacts
ncbigene:7913	ncbigene:7514	interacts
pubchem.compound:2756	ncbigene:391192	interacts
ncbigene:5529	ncbigene:7569	upregulates
ncbigene:659	ncbigene:5567	interacts
ncbigene:151246	ncbigene:6714	interacts
ncbigene:4726	ncbigene:9972	interacts
ncbigene:115290	ncbigene:156	interacts
ncbigene:79019	ncbigene:8841	interacts
ncbigene:29844	ncbigene:55294	interacts
ncbigene:5566	ncbigene:2833	interacts
pubchem.compound:31703	ncbigene:27071	interacts
ncbigene:5529	ncbigene:2160	interacts
ncbigene:4089	ncbigene:25898	interacts
ncbigene:10724	ncbigene:2100	interacts
ncbigene:51308	ncbigene:6203	interacts
ncbigene:4738	ncbigene:11338	interacts
ncbigene:10148	ncbigene:3586	interacts
ncbigene:55166	ncbigene:147841	interacts
ncbigene:340061	ncbigene:7038	interacts
ncbigene:25936	ncbigene:126541	interacts
ncbigene:344892	ncbigene:6175	interacts
ncbigene:3661	ncbigene:219431	interacts
ncbigene:5905	ncbigene:5519	interacts
ncbigene:8324	ncbigene:1544	interacts
ncbigene:4303	ncbigene:23417	interacts
ncbigene:7158	ncbigene:55055	interacts
ncbigene:2783	ncbigene:6134	interacts
ncbigene:899	ncbigene:5644	interacts
ncbigene:59067	ncbigene:5566	interacts
ncbigene:810	ncbigene:8835	interacts
ncbigene:2353	ncbigene:5440	interacts
ncbigene:2776	ncbigene:143686	interacts
ncbigene:151	ncbigene:5260	interacts
ncbigene:3553	ncbigene:403284	interacts
ncbigene:5601	ncbigene:468	interacts
ncbigene:79172	ncbigene:408	interacts
ncbigene:5588	ncbigene:4686	interacts
ncbigene:3592	ncbigene:959	interacts
ncbigene:4772	ncbigene:9131	interacts
ncbigene:810	ncbigene:6833	interacts
ncbigene:150684	ncbigene:3945	interacts
ncbigene:2950	ncbigene:7529	interacts
ncbigene:2065	ncbigene:3337	interacts
ncbigene:3554	ncbigene:10726	interacts
ncbigene:57506	ncbigene:1639	interacts
ncbigene:81399	ncbigene:1813	interacts
ncbigene:6199	ncbigene:5568	interacts
ncbigene:80152	ncbigene:6348	interacts
ncbigene:2260	ncbigene:2788	interacts
ncbigene:254783	ncbigene:4804	interacts
ncbigene:79718	ncbigene:84135	upregulates
ncbigene:3561	ncbigene:8411	interacts
ncbigene:2869	ncbigene:3113	upregulates
ncbigene:6655	ncbigene:5588	interacts
ncbigene:8379	ncbigene:5594	interacts
ncbigene:7905	ncbigene:842	interacts
ncbigene:5008	ncbigene:466	interacts
ncbigene:5921	ncbigene:5159	interacts
ncbigene:1326	ncbigene:6657	interacts
ncbigene:27238	ncbigene:285973	interacts
ncbigene:221035	ncbigene:79671	interacts
ncbigene:6361	ncbigene:332	interacts
ncbigene:10724	ncbigene:3452	interacts
ncbigene:1543	ncbigene:54850	interacts
ncbigene:915	ncbigene:2774	interacts
ncbigene:128367	ncbigene:114879	interacts
ncbigene:2033	ncbigene:80326	interacts
ncbigene:3630	ncbigene:1063	interacts
ncbigene:162998	ncbigene:6662	interacts
ncbigene:6929	ncbigene:55746	interacts
ncbigene:283807	ncbigene:3336	interacts
ncbigene:10718	ncbigene:5562	interacts
ncbigene:6772	ncbigene:28956	interacts
ncbigene:107	ncbigene:8440	interacts
ncbigene:6232	ncbigene:92856	interacts
ncbigene:3480	ncbigene:2939	interacts
ncbigene:6935	ncbigene:80228	interacts
ncbigene:5870	ncbigene:4214	interacts
pubchem.compound:4075	ncbigene:8767	interacts
ncbigene:2735	ncbigene:4041	interacts
ncbigene:55970	ncbigene:55294	interacts
ncbigene:5894	ncbigene:4085	interacts
ncbigene:3913	ncbigene:9821	downregulates
ncbigene:51397	ncbigene:3915	interacts
ncbigene:5515	ncbigene:2057	interacts
ncbigene:3440	ncbigene:933	interacts
ncbigene:3567	ncbigene:2788	interacts
ncbigene:23636	ncbigene:6767	interacts
ncbigene:5568	ncbigene:3845	interacts
ncbigene:219493	ncbigene:285231	interacts
ncbigene:9241	ncbigene:29126	interacts
ncbigene:5058	ncbigene:1947	interacts
ncbigene:6616	ncbigene:2277	interacts
ncbigene:55166	ncbigene:26086	interacts
ncbigene:85236	ncbigene:84557	interacts
ncbigene:3441	ncbigene:4773	upregulates
ncbigene:1956	ncbigene:4126	interacts
ncbigene:9735	ncbigene:135924	interacts
ncbigene:5879	ncbigene:79172	interacts
ncbigene:1387	ncbigene:5599	interacts
ncbigene:7024	ncbigene:1235	interacts
ncbigene:6885	ncbigene:84133	interacts
ncbigene:441608	ncbigene:3597	interacts
ncbigene:834	ncbigene:8341	interacts
ncbigene:2264	ncbigene:637	interacts
ncbigene:79902	ncbigene:5501	interacts
ncbigene:57122	ncbigene:2185	interacts
ncbigene:148327	ncbigene:6657	interacts
ncbigene:50616	ncbigene:5582	interacts
ncbigene:5594	ncbigene:26267	downregulates
ncbigene:9241	ncbigene:26086	interacts
ncbigene:7046	ncbigene:2626	interacts
ncbigene:1268	ncbigene:338	interacts
ncbigene:8340	ncbigene:344807	interacts
ncbigene:5335	ncbigene:5565	interacts
ncbigene:5516	ncbigene:29110	interacts
ncbigene:51308	ncbigene:3108	interacts
ncbigene:116985	ncbigene:701	interacts
ncbigene:1132	ncbigene:5600	interacts
ncbigene:3265	ncbigene:26974	interacts
ncbigene:9241	ncbigene:112849	interacts
ncbigene:55970	ncbigene:6770	interacts
ncbigene:2551	ncbigene:54908	interacts
ncbigene:23414	ncbigene:5058	interacts
ncbigene:51308	ncbigene:5347	interacts
ncbigene:2263	ncbigene:1026	interacts
pubchem.compound:6013	ncbigene:51764	interacts
ncbigene:7474	ncbigene:11004	interacts
ncbigene:10025	ncbigene:2957	interacts
ncbigene:1460	ncbigene:51764	interacts
ncbigene:55166	ncbigene:79003	interacts
ncbigene:5422	ncbigene:10517	interacts
ncbigene:351	ncbigene:401993	interacts
ncbigene:3576	ncbigene:5568	interacts
ncbigene:729230	ncbigene:151246	interacts
ncbigene:55920	ncbigene:6755	interacts
ncbigene:1857	ncbigene:581	interacts
ncbigene:23410	ncbigene:2829	interacts
ncbigene:390054	ncbigene:55844	interacts
ncbigene:2353	ncbigene:5256	interacts
ncbigene:285093	ncbigene:80776	interacts
ncbigene:55746	ncbigene:2057	interacts
ncbigene:7027	ncbigene:3667	interacts
ncbigene:80346	ncbigene:3579	interacts
ncbigene:6773	ncbigene:6396	interacts
ncbigene:4790	ncbigene:2903	interacts
ncbigene:84498	ncbigene:2743	interacts
ncbigene:3659	ncbigene:27121	interacts
ncbigene:2791	ncbigene:330	interacts
ncbigene:3456	ncbigene:57647	interacts
ncbigene:8521	ncbigene:9423	interacts
ncbigene:183	ncbigene:659	interacts
ncbigene:4153	ncbigene:107	interacts
ncbigene:84261	ncbigene:220134	interacts
ncbigene:2902	ncbigene:6342	interacts
ncbigene:55336	ncbigene:360	interacts
ncbigene:351	ncbigene:7276	interacts
ncbigene:2769	ncbigene:8310	interacts
ncbigene:3576	ncbigene:54487	interacts
ncbigene:390144	ncbigene:5664	interacts
ncbigene:84259	ncbigene:2356	interacts
ncbigene:4893	ncbigene:4609	upregulates
ncbigene:1287	ncbigene:5500	interacts
ncbigene:5829	ncbigene:5567	interacts
ncbigene:105379861	ncbigene:7270	interacts
ncbigene:219469	ncbigene:79019	interacts
ncbigene:3013	ncbigene:2246	interacts
ncbigene:9241	ncbigene:6822	interacts
ncbigene:7421	ncbigene:84643	interacts
ncbigene:115290	ncbigene:23160	interacts
ncbigene:10724	ncbigene:5052	interacts
ncbigene:6202	ncbigene:993	interacts
ncbigene:4790	ncbigene:119694	interacts
ncbigene:84639	ncbigene:5594	interacts
ncbigene:5568	ncbigene:3290	interacts
ncbigene:5894	ncbigene:84248	interacts
ncbigene:8086	ncbigene:6529	interacts
ncbigene:27092	ncbigene:5829	interacts
ncbigene:3091	ncbigene:23030	interacts
ncbigene:2551	ncbigene:2957	interacts
ncbigene:55970	ncbigene:6750	interacts
ncbigene:26263	ncbigene:3665	interacts
ncbigene:729230	ncbigene:596	interacts
ncbigene:7068	ncbigene:9103	interacts
ncbigene:5567	ncbigene:9669	interacts
ncbigene:10892	ncbigene:860	interacts
ncbigene:861	ncbigene:2793	interacts
ncbigene:80854	ncbigene:5170	interacts
ncbigene:22848	ncbigene:5568	interacts
ncbigene:81099	ncbigene:3101	interacts
ncbigene:7431	ncbigene:3265	interacts
ncbigene:2176	ncbigene:54960	interacts
ncbigene:3439	ncbigene:3361	interacts
ncbigene:6604	ncbigene:9254	interacts
ncbigene:10403	ncbigene:7556	interacts
ncbigene:1616	ncbigene:120775	interacts
ncbigene:79019	ncbigene:5291	interacts
ncbigene:6935	ncbigene:2065	interacts
ncbigene:3091	ncbigene:54461	interacts
ncbigene:7124	ncbigene:7840	interacts
ncbigene:11004	ncbigene:285659	interacts
ncbigene:9241	ncbigene:171558	interacts
ncbigene:55294	ncbigene:3568	interacts
ncbigene:6772	ncbigene:699	interacts
ncbigene:114049	ncbigene:5525	interacts
ncbigene:4067	ncbigene:138804	interacts
ncbigene:221035	ncbigene:2572	interacts
ncbigene:3909	ncbigene:3977	interacts
ncbigene:113	ncbigene:29099	upregulates
ncbigene:3952	ncbigene:54776	interacts
ncbigene:11130	ncbigene:9630	interacts
ncbigene:8945	ncbigene:10111	interacts
ncbigene:5530	ncbigene:54939	interacts
pubchem.compound:9931954	ncbigene:7067	downregulates
ncbigene:6870	ncbigene:2026	interacts
ncbigene:22919	ncbigene:5923	interacts
ncbigene:4686	ncbigene:3490	interacts
ncbigene:7137	ncbigene:5105	interacts
ncbigene:7225	ncbigene:3866	interacts
ncbigene:2952	ncbigene:129401	interacts
ncbigene:340061	ncbigene:5564	interacts
ncbigene:5971	ncbigene:93058	interacts
ncbigene:84261	ncbigene:53371	interacts
ncbigene:5600	ncbigene:126541	interacts
ncbigene:2626	ncbigene:5515	interacts
ncbigene:5432	ncbigene:114548	interacts
ncbigene:55208	ncbigene:3064	interacts
ncbigene:5430	ncbigene:29099	interacts
pubchem.compound:5283731	ncbigene:6232	interacts
ncbigene:3630	ncbigene:776	downregulates
ncbigene:5568	ncbigene:1241	interacts
ncbigene:1003	ncbigene:25	interacts
ncbigene:382	ncbigene:5515	interacts
ncbigene:390061	ncbigene:5289	interacts
ncbigene:5438	ncbigene:2870	interacts
ncbigene:10681	ncbigene:27340	interacts
ncbigene:9241	ncbigene:5720	interacts
ncbigene:10438	ncbigene:2793	interacts
ncbigene:3091	ncbigene:144699	interacts
ncbigene:5905	ncbigene:637	interacts
ncbigene:5528	ncbigene:8515	interacts
ncbigene:26493	ncbigene:10062	interacts
ncbigene:9883	ncbigene:3614	interacts
ncbigene:2921	ncbigene:336	interacts
ncbigene:1509	ncbigene:5393	interacts
ncbigene:3015	ncbigene:3913	interacts
ncbigene:8864	ncbigene:3452	interacts
ncbigene:6722	ncbigene:442184	interacts
ncbigene:282770	ncbigene:5422	interacts
ncbigene:5618	ncbigene:126006	upregulates
ncbigene:147841	ncbigene:23237	interacts
ncbigene:2782	ncbigene:2735	interacts
ncbigene:1020	ncbigene:2549	interacts
ncbigene:6827	ncbigene:2778	interacts
ncbigene:6189	ncbigene:146330	interacts
ncbigene:5592	ncbigene:997	interacts
ncbigene:6356	ncbigene:3791	interacts
ncbigene:51585	ncbigene:316	interacts
ncbigene:786	ncbigene:3762	interacts
ncbigene:25793	ncbigene:5564	interacts
ncbigene:8648	ncbigene:57690	interacts
ncbigene:7066	ncbigene:1062	interacts
ncbigene:208	ncbigene:7157	interacts
ncbigene:10203	ncbigene:6500	interacts
ncbigene:6714	ncbigene:5331	interacts
ncbigene:390648	ncbigene:5501	interacts
ncbigene:4209	ncbigene:93611	interacts
ncbigene:3796	ncbigene:2645	interacts
ncbigene:1387	ncbigene:9184	interacts
ncbigene:6198	ncbigene:57134	interacts
ncbigene:9241	ncbigene:3359	interacts
ncbigene:4067	ncbigene:51727	interacts
ncbigene:5898	ncbigene:5156	interacts
ncbigene:4802	ncbigene:23160	interacts
ncbigene:23054	ncbigene:3601	interacts
ncbigene:50604	ncbigene:26086	interacts
ncbigene:5879	ncbigene:7124	interacts
ncbigene:9241	ncbigene:7043	interacts
ncbigene:23279	ncbigene:5426	interacts
ncbigene:7535	ncbigene:29099	upregulates
ncbigene:6714	ncbigene:5526	interacts
ncbigene:256076	ncbigene:5928	interacts
ncbigene:81696	ncbigene:5153	upregulates
ncbigene:23203	ncbigene:2010	interacts
ncbigene:6657	ncbigene:673	interacts
ncbigene:5515	ncbigene:1080	interacts
ncbigene:2034	ncbigene:79902	interacts
ncbigene:7392	ncbigene:1737	interacts
ncbigene:3725	ncbigene:284	interacts
ncbigene:5601	ncbigene:7531	interacts
ncbigene:405	ncbigene:6635	interacts
ncbigene:4609	ncbigene:11221	interacts
ncbigene:23160	ncbigene:10538	interacts
ncbigene:1457	ncbigene:9735	interacts
ncbigene:3838	ncbigene:408	interacts
ncbigene:3567	ncbigene:23118	interacts
ncbigene:23279	ncbigene:29881	interacts
ncbigene:4150	ncbigene:6330	interacts
ncbigene:10724	ncbigene:84643	downregulates
ncbigene:23462	ncbigene:9775	interacts
ncbigene:3630	ncbigene:147906	interacts
ncbigene:3630	ncbigene:8074	interacts
ncbigene:1387	ncbigene:673	interacts
ncbigene:5905	ncbigene:127062	interacts
ncbigene:79682	ncbigene:64802	interacts
ncbigene:5566	ncbigene:4862	interacts
ncbigene:2767	ncbigene:63940	interacts
ncbigene:6249	ncbigene:335	interacts
ncbigene:340156	ncbigene:283807	interacts
ncbigene:7204	ncbigene:55275	interacts
ncbigene:5617	ncbigene:285231	interacts
ncbigene:8085	ncbigene:9212	interacts
ncbigene:5054	ncbigene:5568	interacts
ncbigene:23279	ncbigene:348235	interacts
ncbigene:283617	ncbigene:79709	downregulates
ncbigene:4915	ncbigene:54913	interacts
ncbigene:3066	ncbigene:8851	interacts
ncbigene:221035	ncbigene:9184	interacts
ncbigene:5906	ncbigene:396	interacts
ncbigene:3320	ncbigene:5499	interacts
pubchem.compound:5281004	ncbigene:2247	interacts
ncbigene:5568	ncbigene:408	interacts
ncbigene:8437	ncbigene:54461	interacts
ncbigene:351	ncbigene:5528	interacts
ncbigene:6772	ncbigene:406923	interacts
ncbigene:6688	ncbigene:79023	interacts
ncbigene:405	ncbigene:23291	interacts
ncbigene:54939	ncbigene:2549	interacts
ncbigene:5465	ncbigene:8655	interacts
ncbigene:53637	ncbigene:5925	interacts
ncbigene:3445	ncbigene:29899	interacts
ncbigene:5595	ncbigene:4659	interacts
ncbigene:1139	ncbigene:22953	interacts
ncbigene:54821	ncbigene:5529	interacts
ncbigene:3576	ncbigene:1028	interacts
ncbigene:51561	ncbigene:1524	interacts
ncbigene:8626	ncbigene:3586	interacts
ncbigene:5528	ncbigene:9446	interacts
ncbigene:6362	ncbigene:9706	interacts
ncbigene:810	ncbigene:10885	interacts
ncbigene:3443	ncbigene:5295	interacts
ncbigene:3456	ncbigene:55920	interacts
ncbigene:2914	ncbigene:1500	interacts
ncbigene:2113	ncbigene:11004	interacts
ncbigene:2491	ncbigene:151	interacts
ncbigene:196	ncbigene:51602	interacts
ncbigene:26270	ncbigene:23160	interacts
ncbigene:6777	ncbigene:7532	interacts
ncbigene:5154	ncbigene:115290	interacts
ncbigene:3552	ncbigene:284433	interacts
ncbigene:2100	ncbigene:111	interacts
ncbigene:1050	ncbigene:3916	interacts
ncbigene:9241	ncbigene:6464	upregulates
ncbigene:27161	ncbigene:7039	interacts
ncbigene:653	ncbigene:6382	interacts
ncbigene:5997	ncbigene:123879	interacts
ncbigene:10200	ncbigene:3566	interacts
ncbigene:80336	ncbigene:2782	interacts
ncbigene:3586	ncbigene:8515	interacts
ncbigene:2353	ncbigene:26097	interacts
ncbigene:22894	ncbigene:1062	interacts
ncbigene:2033	ncbigene:3600	interacts
ncbigene:117246	ncbigene:190	interacts
ncbigene:26476	ncbigene:8480	interacts
ncbigene:282770	ncbigene:246184	interacts
ncbigene:1950	ncbigene:3761	interacts
ncbigene:3619	ncbigene:53833	interacts
ncbigene:10109	ncbigene:3560	interacts
ncbigene:7905	ncbigene:10060	upregulates
ncbigene:4085	ncbigene:79902	interacts
ncbigene:2958	ncbigene:81565	interacts
ncbigene:6210	ncbigene:9630	interacts
ncbigene:10724	ncbigene:6778	interacts
ncbigene:254783	ncbigene:6194	interacts
ncbigene:4149	ncbigene:5567	interacts
ncbigene:6194	ncbigene:19	interacts
pubchem.compound:3559	ncbigene:2043	interacts
ncbigene:2826	ncbigene:7529	interacts
ncbigene:9184	ncbigene:2255	interacts
ncbigene:148022	ncbigene:8520	interacts
ncbigene:9475	ncbigene:1385	interacts
ncbigene:6608	ncbigene:3350	interacts
ncbigene:163688	ncbigene:6857	interacts
ncbigene:4791	ncbigene:4893	interacts
ncbigene:5465	ncbigene:462	interacts
ncbigene:672	ncbigene:5159	interacts
ncbigene:6908	ncbigene:55114	interacts
ncbigene:3718	ncbigene:80321	interacts
pubchem.compound:5280453	ncbigene:3045	interacts
ncbigene:9241	ncbigene:3796	interacts
pubchem.compound:4171	ncbigene:5563	interacts
ncbigene:4176	ncbigene:23054	interacts
ncbigene:5599	ncbigene:9350	interacts
ncbigene:8737	ncbigene:10772	interacts
ncbigene:8648	ncbigene:8815	interacts
ncbigene:5566	ncbigene:5507	interacts
ncbigene:23517	ncbigene:346562	interacts
pubchem.compound:5280453	ncbigene:8787	interacts
ncbigene:90993	ncbigene:332	interacts
ncbigene:10724	ncbigene:999	interacts
ncbigene:7421	ncbigene:55766	interacts
ncbigene:29850	ncbigene:79003	interacts
ncbigene:1111	ncbigene:222235	interacts
ncbigene:344892	ncbigene:79660	interacts
ncbigene:3065	ncbigene:5296	interacts
ncbigene:54820	ncbigene:6428	interacts
pubchem.compound:4091	ncbigene:23421	downregulates
ncbigene:79682	ncbigene:222235	interacts
ncbigene:942	ncbigene:9793	interacts
ncbigene:10724	ncbigene:1438	interacts
ncbigene:79019	ncbigene:816	interacts
ncbigene:3630	ncbigene:51684	interacts
pubchem.compound:5280453	ncbigene:650	interacts
ncbigene:9972	ncbigene:6430	interacts
ncbigene:219453	ncbigene:10842	interacts
ncbigene:7525	ncbigene:406935	interacts
ncbigene:5465	ncbigene:23236	interacts
ncbigene:89780	ncbigene:63940	interacts
ncbigene:9241	ncbigene:5048	interacts
ncbigene:128372	ncbigene:7128	interacts
ncbigene:5601	ncbigene:6390	interacts
ncbigene:23142	ncbigene:5908	interacts
ncbigene:51806	ncbigene:5618	interacts
ncbigene:23142	ncbigene:5602	interacts
ncbigene:79023	ncbigene:9871	interacts
ncbigene:6232	ncbigene:3747	interacts
ncbigene:55839	ncbigene:406894	interacts
ncbigene:10576	ncbigene:1816	interacts
ncbigene:930	ncbigene:79346	downregulates
ncbigene:5527	ncbigene:10683	interacts
ncbigene:4150	ncbigene:4741	interacts
ncbigene:4313	ncbigene:7316	interacts
ncbigene:5515	ncbigene:23533	interacts
ncbigene:129521	ncbigene:171568	interacts
ncbigene:7291	ncbigene:2064	interacts
ncbigene:57405	ncbigene:2774	interacts
ncbigene:8607	ncbigene:7421	interacts
ncbigene:55750	ncbigene:283160	interacts
ncbigene:27092	ncbigene:26086	interacts
ncbigene:9641	ncbigene:6128	interacts
ncbigene:596	ncbigene:55294	interacts
ncbigene:5692	ncbigene:775	interacts
ncbigene:3815	ncbigene:250	interacts
ncbigene:11337	ncbigene:121130	interacts
ncbigene:5733	ncbigene:9180	interacts
ncbigene:1439	ncbigene:8353	interacts
ncbigene:55208	ncbigene:902	interacts
ncbigene:6773	ncbigene:1437	interacts
ncbigene:823	ncbigene:2717	interacts
ncbigene:56915	ncbigene:3265	interacts
ncbigene:3456	ncbigene:51548	interacts
ncbigene:5566	ncbigene:57552	interacts
ncbigene:117246	ncbigene:59	interacts
ncbigene:25	ncbigene:26232	interacts
ncbigene:1917	ncbigene:147179	interacts
ncbigene:808	ncbigene:55656	interacts
ncbigene:4205	ncbigene:9136	interacts
ncbigene:103910	ncbigene:5515	interacts
ncbigene:50604	ncbigene:6046	interacts
ncbigene:2308	ncbigene:5558	interacts
ncbigene:6523	ncbigene:8642	interacts
ncbigene:3467	ncbigene:5610	interacts
ncbigene:25793	ncbigene:5566	interacts
ncbigene:23165	ncbigene:2768	interacts
ncbigene:9628	ncbigene:409	interacts
ncbigene:5048	ncbigene:3643	interacts
ncbigene:860	ncbigene:10235	interacts
ncbigene:7533	ncbigene:5365	interacts
ncbigene:84085	ncbigene:3455	interacts
ncbigene:1454	ncbigene:51764	interacts
ncbigene:4088	ncbigene:53832	interacts
ncbigene:29101	ncbigene:140735	interacts
ncbigene:221035	ncbigene:5566	interacts
ncbigene:4041	ncbigene:22885	interacts
ncbigene:1778	ncbigene:2203	downregulates
ncbigene:10325	ncbigene:22919	interacts
ncbigene:1287	ncbigene:2788	interacts
ncbigene:25926	ncbigene:8341	interacts
ncbigene:59345	ncbigene:79980	interacts
ncbigene:5566	ncbigene:23643	interacts
ncbigene:6234	ncbigene:6778	interacts
ncbigene:2160	ncbigene:156	interacts
ncbigene:9241	ncbigene:1277	interacts
ncbigene:2938	ncbigene:4194	interacts
ncbigene:220134	ncbigene:9295	interacts
ncbigene:3451	ncbigene:441639	interacts
ncbigene:5335	ncbigene:929	interacts
ncbigene:23142	ncbigene:3479	interacts
ncbigene:6863	ncbigene:115	interacts
ncbigene:581	ncbigene:403239	interacts
ncbigene:3619	ncbigene:2208	interacts
ncbigene:7189	ncbigene:8331	interacts
ncbigene:3439	ncbigene:5499	interacts
ncbigene:6929	ncbigene:390059	interacts
ncbigene:8394	ncbigene:5617	interacts
ncbigene:6232	ncbigene:5525	interacts
ncbigene:4217	ncbigene:126006	interacts
ncbigene:1781	ncbigene:4173	interacts
ncbigene:5568	ncbigene:9655	interacts
ncbigene:9474	ncbigene:7010	interacts
ncbigene:10454	ncbigene:7329	interacts
ncbigene:55166	ncbigene:391107	interacts
ncbigene:283455	ncbigene:2788	interacts
ncbigene:7316	ncbigene:5523	interacts
ncbigene:3717	ncbigene:3443	interacts
ncbigene:54583	ncbigene:10224	interacts
ncbigene:220134	ncbigene:595	interacts
ncbigene:4790	ncbigene:1493	interacts
ncbigene:3445	ncbigene:2335	interacts
ncbigene:65055	ncbigene:3560	interacts
ncbigene:5719	ncbigene:57552	interacts
ncbigene:9241	ncbigene:6468	interacts
ncbigene:7124	ncbigene:126006	interacts
ncbigene:10403	ncbigene:3948	interacts
ncbigene:2254	ncbigene:7430	interacts
ncbigene:8471	ncbigene:5526	interacts
ncbigene:6361	ncbigene:2913	interacts
ncbigene:3630	ncbigene:8321	interacts
ncbigene:7533	ncbigene:9814	interacts
ncbigene:64108	ncbigene:845	interacts
ncbigene:54908	ncbigene:140735	interacts
ncbigene:6500	ncbigene:23658	interacts
ncbigene:3796	ncbigene:9554	downregulates
ncbigene:124538	ncbigene:4609	interacts
pubchem.compound:3386	ncbigene:3480	interacts
